biased_sentence,biased_words,rephrase_possible,debiased_sentence
"Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation, and they went all in.","['political', 'hibernation']",yes,"Donald Trump has taken criticism for mostly refusing to wear a mask while performing his duties. This left the Biden camp with a decision to make when Joe resumed active campaigning, and they went all in."
"Omar believes USA Powerlifting is discriminating against males who identify as transgender women, based on the “myth” that they have a “direct competitive advantage” over biological females.",['myth'],yes,"Omar believes USA Powerlifting is discriminating against males who identify as transgender women, disputing the notion that they have a “direct competitive advantage” over biological females."
Christians should make clear that the perpetuation of objectionable vaccines and the lack of alternatives is a kind of coercion.,"['coercion', 'objectionable']",yes,Christians should make clear that the continued use of certain vaccines and the lack of alternatives may pressure individuals to make difficult choices.
"Democrats really don’t want to spend billions of taxpayer dollars on a giant, ineffective border wall, so if Trump were try to come up with an offer designed to entice them, he’d have to propose something that would be (a) enormous; and (b) wildly unpopular among Republicans.",['ineffective'],yes,"Democrats really don’t want to spend billions of taxpayer dollars on a giant border wall, so if Trump were to try to come up with an offer designed to entice them, he’d have to propose something that would be (a) enormous; and (b) widely opposed by Republicans."
"Before we get to work dispensing these arguments, it’s important to acknowledge that they are, on some level, understandable. A lot of Americans, especially those who got their bachelor’s degree before the early 2000s, find it baffling that younger generations can’t work their way through college.",['baffling'],yes,"Before we get to work dispensing these arguments, it’s important to acknowledge that they are, on some level, understandable. A lot of Americans, especially those who got their bachelor’s degree before the early 2000s, find it difficult to understand why younger generations can’t work their way through college."
"In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and made explosive allegations about the conditions there.","['explosive', 'allegations']",yes,"In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and raised serious concerns about the conditions there."
"Just because our attention is on the coronavirus, that doesn't mean the elephant in the room — climate change — is going anywhere.",['elephant'],yes,"Just because our attention is on the coronavirus, that doesn't mean the critical issue of climate change is going anywhere."
"As Breitbart News most recently reported, blue-collar Americans in landscaping, conservation work, the meatpacking industry, construction industry, and fishing jobs have had their wages dragged down by foreign workers imported through the H-2B visa program.","['dragged', 'down']",yes,"As Breitbart News most recently reported, blue-collar Americans in landscaping, conservation work, the meatpacking industry, construction industry, and fishing jobs have experienced wage competition due to foreign workers imported through the H-2B visa program."
"In August, Planned Parenthood made the decision to opt out of the federal family planning grant program, portraying itself as a victim of the Trump administration.","['portraying', 'victim', 'itself']",yes,"In August, Planned Parenthood made the decision to opt out of the federal family planning grant program, citing policy changes by the Trump administration as the reason."
State health departments and legislators who sneer at parental concerns and call for vaccination mandates erode parents’ trust.,"['sneer', 'erode']",yes,State health departments and legislators who dismiss parental concerns while calling for vaccination mandates may reduce parents’ trust.
"Cuban slave doctors that have escaped the system have said that, while working abroad, the Castro regime forced them to invent patients and throw away perfectly good medicine to boost the statistics on the number of patients Cuban doctors actually treat.","['slave', 'escaped', 'perfectly', 'good']",yes,"Cuban doctors who left the system have said that, while working abroad, the Castro regime pressured them to invent patients and discard usable medicine to boost the statistics on the number of patients Cuban doctors actually treat."
British Olympic swimmer Sharron Davies also slammed the concept of transgender athletes.,['slammed'],yes,British Olympic swimmer Sharron Davies also criticized the concept of transgender athletes.
"Biden’s appearance was a contrast with the approach of Republican President Donald Trump, who has made no major public statement to address the growing crisis but issued tweets as he remained out of sight in the White House.",['contrast'],yes,"Biden’s appearance differed from the approach of Republican President Donald Trump, who has made no major public statement to address the growing crisis but issued tweets while staying in the White House."
Sen. Josh Hawley (R-MO) introduced two bills on Tuesday to target the “monopolies” higher education institutions have created to make earning degrees involve accumulating massive student debt.,"['massive', 'monopolies']",yes,Sen. Josh Hawley (R-MO) introduced two bills on Tuesday to address the influence higher education institutions have in making earning degrees result in significant student debt.
The Trump Administration hasn’t built a single foot of border fencing after thirty months of riling up its supporters with claims that the wall was vital to national security.,"['riling', 'single', 'up']",yes,The Trump Administration has not built any border fencing after thirty months of making claims that the wall was vital to national security.
"As part of his plan to protect the commonwealth of Virginia from the spread of the Wuhan coronavirus, Gov. Ralph Northam determined that citizens should not be allowed to attend church or worship services, but are fine travel to an abortion clinic and undergo an elective procedure like surgical abortion.","['fine', 'Wuhan']",yes,"As part of his plan to protect the commonwealth of Virginia from the spread of the coronavirus, Gov. Ralph Northam determined that citizens should not be allowed to attend church or worship services, but are permitted to travel to an abortion clinic and undergo an elective procedure like surgical abortion."
"Countless American believers in the Bible, myself included, were inspired tremendously on Monday when President Trump stood in front of St. John’s Episcopal Church, across the street from the White House, and held up the Word of God for all to see.","['included', 'tremendously', 'inspired', 'Word', 'of', 'God']",yes,"Many Americans who follow the Bible felt motivated on Monday when President Trump stood in front of St. John’s Episcopal Church, across the street from the White House, and held up a Bible for all to see."
"To bolster the argument that doctors deliver viable infants alive and let them die, the anti-choice movement also trots out a series of people who claim to have “survived” abortion.","['trots', 'anti-choice', 'survived']",yes,"To support the argument that doctors deliver viable infants alive and let them die, the movement opposing abortion presents a series of people who claim to have been affected by abortion."
"Shelby Steele, a senior fellow at Stanford University’s Hoover Institution said Friday that the contemporary civil rights movement under the banner of “Black Lives Matter” was deeply unserious, catering to an old form of victimization that has accomplished nothing to lift up black people.","['deeply', 'unserious', 'accomplished', 'nothing', 'victimization']",yes,"Shelby Steele, a senior fellow at Stanford University’s Hoover Institution, said Friday that the contemporary civil rights movement under the banner of “Black Lives Matter” focuses on longstanding issues but has yet to demonstrate significant progress in improving conditions for black communities."
"Vaccine critics, for example, have long championed the false claim that vaccines cause autism, and that the Centers for Disease Control and Prevention has tried to cover up that information, Gorski said.","['false', 'claim', 'cover', 'up', 'championed']",yes,"Vaccine skeptics, for example, have long promoted the claim that vaccines are linked to autism, and that the Centers for Disease Control and Prevention has withheld related information, Gorski said."
"Having a baby is hard, caring for a baby is hard, going back to work after a leave is hard but a few weeks of salary is not worth killing your baby for.","['killing', 'your', 'baby']",yes,"Having a baby is hard, caring for a baby is hard, and going back to work after a leave is hard, but financial concerns should not outweigh important personal decisions about parenthood."
"After that phone call, police asked the couple to come in for questioning, prompting them to flee Saudi Arabia, a country long known for draconian laws against homosexuality.",['draconian'],yes,"After that phone call, police asked the couple to come in for questioning, prompting them to flee Saudi Arabia, a country with strict laws against homosexuality."
Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.,"['forced', 'left-wing']",yes,Drivers in Ireland will be required to transition to electric vehicles within ten years under a new law introduced by the government in Dublin.
Lots of politicians and critics across the board have attacked the Green New Deal proposed last week by freshman Democrats Rep. Alexandria Ocasio-Cortez of New York and Sen. Ed Markey of Massachusetts.,['attacked'],yes,Lots of politicians and critics across the board have criticized the Green New Deal proposed last week by freshman Democrats Rep. Alexandria Ocasio-Cortez of New York and Sen. Ed Markey of Massachusetts.
"In the dominant political fight in D.C., Donald Trump wants a giant wall along the U.S./Mexico border.","['dominant', 'giant']",yes,"In the ongoing political debate in D.C., Donald Trump proposes building a large wall along the U.S./Mexico border."
"While President Donald Trump’s impeachment trial had been wrapping up, he expanded one of his most controversial and inflammatory policies with little fanfare and minimal opposition: the travel ban on people from multiple Muslim-majority countries.","['controversial', 'inflammatory']",yes,"While President Donald Trump’s impeachment trial had been wrapping up, he expanded one of his most debated policies with little public attention and minimal opposition: the travel ban on people from multiple Muslim-majority countries."
A push by Virginia Democrats to loosen restrictions on late-term abortions is erupting into a fierce partisan clash as video of a legislative hearing goes viral.,"['erupting', 'fierce', 'clash']",yes,A push by Virginia Democrats to modify restrictions on late-term abortions is leading to a significant partisan debate as video of a legislative hearing gains attention.
"And most egregiously, in what will surely be viewed as one of the most ill-advised stunts in presidential history, the Trump Administration had federal security forces use tear gas and projectiles to vacate Lafayette square by force of arms so Trump could make a show of walking over to St. John’s Church and posing awkwardly with a bible held upside down.","['egregiously', 'ill-advised', 'stunts', 'awkwardly', 'show']",yes,"In a widely criticized move, the Trump Administration had federal security forces use tear gas and projectiles to clear Lafayette square, allowing Trump to walk over to St. John’s Church and hold a bible for a photo opportunity."
"Franciscan friar Father Daniel Horan, a pro-LGBT priest and professor who will be speaking at the upcoming Los Angeles Religious Education Congress, took to Twitter this weekend to bash the March for Life and condemn without trial a group of white Catholic high school boys as “racists” for supposedly “taunting” a Native American man beating a drum.","['bash', 'racists', 'taunting', 'pro-LGBT', 'condemn']",yes,"Franciscan friar Father Daniel Horan, a priest and professor who will be speaking at the upcoming Los Angeles Religious Education Congress, shared his criticism of the March for Life and expressed disapproval of a group of Catholic high school boys for allegedly confronting a Native American man beating a drum."
"Given these bleak prospects, students who go to college to “find themselves” are likely to waste precious time and money because they lack a clear vision.","['bleak', 'precious', 'time', 'money', 'clear', 'vision', 'waste', 'lack']",yes,"Given these uncertain prospects, students who go to college to explore their interests may spend time and resources without a defined plan."
"People keep getting sick and the economy is cratering, but for Republicans, hating women is still a major priority: republican governors in Texas, Ohio and even Maryland are trying to use the coronavirus crisis as an excuse to block women from getting abortions, claiming that ending a pregnancy is a “nonessential” medical procedure that must be rescheduled.","['cratering', 'hating', 'women', 'excuse', 'nonessential']",yes,"People continue to get sick and the economy is struggling, but some Republican governors in Texas, Ohio, and even Maryland are using the coronavirus crisis as a justification to limit access to abortion services, claiming that ending a pregnancy is a “nonessential” medical procedure that must be rescheduled."
The Times’ about-face was just one example of a little Orwellian campaign that’s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are “anti-science.”,"['Orwellian', 'campaign', 'liberal', 'media', 'rewrite', 'shoehorning', 'anti-science', 'about-face', 'history', 'shopworn']",yes,"The Times’ change of direction was one example of an effort that has emerged in media since the Disneyland measles outbreak to present vaccine opposition as a viewpoint primarily held by conservatives, often portrayed as being against scientific consensus."
It wasn't long after Donald Trump and his team took office that they looked for ways to make things easier for polluters.,"['easier', 'for', 'polluters']",yes,It wasn't long after Donald Trump and his team took office that they looked for ways to ease regulations for industries involved in pollution.
We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the toxic brand of “conservatism.”,"['toxic', 'brand', 'conservatism']",yes,We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the conservative approach to these issues.
"President Donald Trump bragged on Sunday that the Republican Party has never been stronger or more united than it is now, even as his impeachment trial is set to begin in the Senate this week.",['bragged'],yes,"President Donald Trump stated on Sunday that the Republican Party has never been stronger or more united than it is now, even as his impeachment trial is set to begin in the Senate this week."
"If sports don’t trump religion as the opiate of the masses, they have, until recently, been at least the background music of most of our lives.","['background', 'music', 'trump', 'opiate', 'masses']",yes,"If sports don’t surpass religion in significance for the masses, they have, until recently, been a constant presence in most of our lives."
No amount of denial from pro-choicers can change the fact that many post-abortive mothers carry the grief of a severed parent-child bond with them.,"['pro-choicers', 'grief', 'severed', 'parent-child', 'bond', 'post-abortive']",yes,No amount of denial from individuals who support abortion rights can change the fact that many women who have undergone abortions experience emotional distress due to the loss of a parent-child connection.
"A federal judge in Tucson, Arizona delivered a blow Monday to the Trump administration’s strategy of criminalizing humanitarian aid work along the southern border with her decision to overturn the convictions of four volunteers on religious freedom grounds.","['blow', 'criminalizing']",yes,"A federal judge in Tucson, Arizona dealt a setback to the Trump administration’s strategy of restricting humanitarian aid work along the southern border with her decision to overturn the convictions of four volunteers on religious freedom grounds."
"Former ESPN personality Jemele Hill attacked the NFL for its lack of black coaches, and blasted the Rooney Rule as an insufficient solution to the problem.","['blasted', 'attacked']",yes,"Former ESPN personality Jemele Hill criticized the NFL for its lack of black coaches, and described the Rooney Rule as an insufficient solution to the problem."
A leader of a movement that urges women to brag about having an abortion promoted the procedure to children in a video from Cut’s HiHo on the YouTube channel.,['brag'],yes,A leader of a movement that encourages women to speak openly about having an abortion promoted the procedure to children in a video from Cut’s HiHo on the YouTube channel.
"In fact, the scenario of killing babies after they're born that Trump depicted was ridiculously false.",['ridiculously'],yes,"In fact, the scenario of killing babies after they're born that Trump depicted was false."
"Hungarian Prime Minister Viktor Orban, a staunch anti-immigrant populist, said on Wednesday a new wave of migrants trying to cross the border from Turkey into the European Union must be stopped as far south as possible and his government was ready to help frontline Greece.","['staunch', 'populist', 'anti-immigrant']",yes,Hungarian Prime Minister Viktor Orban said on Wednesday a new wave of migrants trying to cross the border from Turkey into the European Union must be stopped as far south as possible and his government was ready to help frontline Greece.
"House Speaker Nancy Pelosi (D-CA) on Monday waxed hyperbolic about the 2020 presidential election, telling an audience that “civilization as we know it is at stake.”","['waxed', 'hyperbolic']",yes,"House Speaker Nancy Pelosi (D-CA) on Monday spoke passionately about the 2020 presidential election, telling an audience that “civilization as we know it is at stake.”"
Obama’s joke about moat with alligators came to mind while reading a newly published report from the New York Times on Donald Trump’s zealotry on border policy.,['zealotry'],yes,Obama’s joke about a moat with alligators came to mind while reading a newly published report from the New York Times on Donald Trump’s strong stance on border policy.
"The over-the-top, theatrical lies of the anti-choice movement are so comical that the mainstream media, for decades, has shied away from covering them too closely, likely out of fear that they’re actually too ridiculous to be believed.","['comical', 'theatrical', 'lies', 'anti-choice', 'ridiculous']",yes,"The extreme statements of the anti-choice movement are so exaggerated that the mainstream media, for decades, has been hesitant to cover them too closely, likely out of concern that they might be too implausible to be taken seriously."
"However, China’s record of successfully producing vaccines in recent years has been so abysmal that communist state media openly admit that they prefer using international manufacturers.",['abysmal'],yes,"However, China’s record of successfully producing vaccines in recent years has been so lacking that communist state media openly admit that they prefer using international manufacturers."
Lawmakers who claim to care about women’s emotional health would do better to listen to the hundreds of thousands of women who seek abortion care every year and know it is the right decision.,"['better', 'claim', 'to', 'care', 'do']",yes,Lawmakers who advocate for women’s emotional health should listen to the hundreds of thousands of women who seek abortion care every year and believe it is the right decision.
"John Oliver admits he's scared of ""literally everything,"" but perhaps nothing more than parents-turned-activists seemingly hellbent on unleasing a new plague.","['unleasing', 'hellbent']",yes,"John Oliver admits he's scared of ""literally everything,"" but perhaps nothing more than parents-turned-activists seemingly determined to bring about a new plague."
"By any sensible measure, the Trump administration is among the worst ever seen for respecting, valuing, and following science.","['worst', 'ever', 'sensible']",yes,"By most measures, the Trump administration has faced significant criticism for its approach to respecting, valuing, and following science."
"The travel ban would not have prevented the country’s deadliest terrorist attacks in recent years, which were committed by right-wing Americans, not immigrants: the anti-immigrant extremist who killed 22 shoppers at a store in El Paso; the white supremacist who killed 17 students and teachers at a school in Parkland, Florida; or the anti-Semite who killed 11 worshipers at a synagogue in Pittsburgh.","['extremist', 'anti-Semite', 'white', 'supremacist', 'right-wing']",yes,"The travel ban would not have prevented the country’s deadliest terrorist attacks in recent years, which were committed by Americans rather than immigrants: the individual who killed 22 shoppers at a store in El Paso; the individual who killed 17 students and teachers at a school in Parkland, Florida; or the individual who killed 11 worshipers at a synagogue in Pittsburgh."
"While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance, the important thing to remember is that Venezuela under its new constitution has become a disaster zone.","['disaster', 'zone']",yes,"While these many similarities between the Green New Deal and the constitution introduced by Venezuelan leader Hugo Chavez in 1999 may be coincidental, the important thing to remember is that Venezuela under its new constitution has faced significant challenges."
"The government wants to usurp parents, any chance they get. What consequences does this have in the lives of American families?",['usurp'],yes,"The government wants to override parents' decisions, any chance they get. What consequences does this have in the lives of American families?"
"Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud, allowing convicted felons to vote in federal elections.","['create', 'loopholes', 'cram']",yes,"Pelosi’s coronavirus plan uses the pandemic to incorporate provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went further in its efforts to address concerns regarding voter fraud, allowing convicted felons to vote in federal elections."
"That’s because while these problems have been centuries in the making from slavery to Jim Crow to Ferguson and beyond, Donald Trump’s particular failings as a person and a candidate are fanning the flames of the crisis.","['the', 'flames', 'failings', 'fanning', 'as', 'a', 'person']",yes,"That’s because while these problems have been centuries in the making from slavery to Jim Crow to Ferguson and beyond, Donald Trump’s actions and decisions as a person and a candidate are contributing to the escalation of the crisis."
"In certain ways, 2020 feels a lot like 1968. Federal troops and local police are clashing with Black people sick of police brutality and discrimination. Americans are dying in massive, alarming numbers ― then, in the Vietnam war; now, as the coronavirus pandemic spreads across the nation. Americans are angry.","['massive', 'alarming', 'Americans', 'angry']",yes,"In certain ways, 2020 feels similar to 1968. Federal troops and local police are clashing with Black people protesting police brutality and discrimination. People are dying in significant numbers ― then, in the Vietnam war; now, as the coronavirus pandemic spreads across the nation. Many are frustrated."
"This is also true for students snookered into matriculating at sketchy for-profit colleges, which offer almost no marketable skills or career preparedness to justify the cost. And it further describes recent college graduates who, through an accident of timing, entered the real world during the Great Recession and its aftermath, finding it difficult to obtain work in their field of study.","['snookered', 'Recession']",yes,"This is also true for students enrolled in for-profit colleges that offer limited marketable skills or career preparedness to justify the cost. It also applies to recent college graduates who, due to timing, entered the workforce during the Great Recession and its aftermath, finding it difficult to obtain work in their field of study."
"Despite saving millions upon millions of lives, vaccines have been meet with skepticism by a small but growing faction of conspiracy theorists. And Donald Trump, ""human megaphone that is the president of the United States,"" has only made matters worse by supporting an ""alternative vaccine schedule.""","['human', 'megaphone']",yes,"Despite saving millions of lives, vaccines have been met with skepticism by a small but growing faction of conspiracy theorists. And Donald Trump, as the president of the United States, has only made matters worse by supporting an ""alternative vaccine schedule."""
Proponents of stricter protections for students argue the DOE’s recent rollback of Obama-era rules aimed at protecting students from predatory for-profit colleges will only lead to even more student failing to pay back their loans.,['predatory'],yes,Proponents of stricter protections for students argue the DOE’s recent rollback of Obama-era rules aimed at protecting students from exploitative for-profit colleges will only lead to even more students failing to pay back their loans.
Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore explained to Breitbart News how Greenpeace’s original spirit of celebrating humanity was usurped by an anti-human Malthusian vision.,"['anti-human', 'usurped']",yes,Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore explained to Breitbart News how Greenpeace’s original spirit of celebrating humanity was replaced by a Malthusian vision.
"Amid pressure from Washington, Mexico is backpedaling on promises of better treatment for Central American migrants, leaving hundreds stranded in unsanitary camps near its southern border and allegations of irregular detentions.",['backpedaling'],yes,"Amid pressure from Washington, Mexico is reconsidering its promises of better treatment for Central American migrants, leaving hundreds stranded in unsanitary camps near its southern border and allegations of irregular detentions."
"This is a positive for the party’s electoral prospects, after a bitterly fragmented primary. Unfortunately, the people selected for the task forces demonstrate how not only the party establishment, but even an insurgent progressive like Sanders, privilege certain topics over others. The criminal justice reform task force is incredibly milquetoast.","['bitterly', 'fragmented', 'privilege', 'insurgent', 'incredibly', 'milquetoast']",yes,"This is a positive for the party’s electoral prospects, after a highly divided primary. Unfortunately, the people selected for the task forces demonstrate how not only the party establishment, but even a progressive like Sanders, prioritize certain topics over others. The criminal justice reform task force is rather cautious."
"After years of openly struggling with her weight (and health) and a seemingly self-imposed sabbatical from political lectures after backing Hillary Clinton in ’16, actress Lena Dunham announced to the world that it was Joaquin Phoenix’s unhinged Oscars tirade on the environment that has made her want to become vegan.","['unhinged', 'tirade']",yes,"After years of openly struggling with her weight (and health) and a seemingly self-imposed sabbatical from political lectures after backing Hillary Clinton in ’16, actress Lena Dunham announced to the world that it was Joaquin Phoenix’s passionate Oscars speech on the environment that has made her want to become vegan."
"Donald Trump’s presidential campaign and many of his administration’s policies have played on the trope of threats posed by refugees, asylum seekers and other migrants.","['played', 'trope', 'threats']",yes,"Donald Trump’s presidential campaign and many of his administration’s policies have focused on concerns related to refugees, asylum seekers, and other migrants."
A lawsuit percolating through the courts attempts to weigh the religious liberty of Orthodox Jews with a dire and compelling public health interest.,"['percolating', 'dire', 'compelling']",yes,A lawsuit moving through the courts attempts to balance the religious liberty of Orthodox Jews with a significant public health interest.
"As the world as we know it comes to a quicker-than-expected end, with much of Australia caught up in wildfires that climate change did not start, but are unquestionably making worse, Amazon CEO Jeff Bezos is getting roundly toasted for his announcement that the company with the too-ironic name will be donating roughly $690,000 to Australia to help combat the ongoing fires.","['unquestionably', 'too-ironic', 'quicker-than-expected', 'roundly', 'toasted']",yes,"As much of Australia faces wildfires that climate change did not start, but are exacerbated by it, Amazon CEO Jeff Bezos is facing criticism for his announcement that the company will be donating roughly $690,000 to Australia to help combat the ongoing fires."
One of soccer's most infamous match-fixing cases was settled Thursday when a referee notorious for corrupt calls was banned for life.,"['infamous', 'notorious', 'corrupt']",yes,One of soccer's most well-known match-fixing cases was settled Thursday when a referee with a history of questionable calls was banned for life.
"As part of Pelosi’s coronavirus plan, House Democrats slipped in multiple measures from their H.R. 1 legislation that would implement nationwide ballot harvesting for federal elections — effectively allowing political operatives to collect and deliver an endless number of absentee ballots from voters.","['slipped', 'harvesting', 'ballot']",yes,"As part of Pelosi’s coronavirus plan, House Democrats included multiple measures from their H.R. 1 legislation that would allow political operatives to collect and deliver absentee ballots from voters in federal elections."
"One of the things that makes Alabama’s measure extraordinary is its radical simplicity: it simply bans all abortions, at every stage of pregnancy.","['extraordinary', 'radical']",yes,"One of the things that makes Alabama’s measure notable is its simplicity: it bans all abortions, at every stage of pregnancy."
"High unemployment numbers among foreign-born nationals have been an issue that has plagued Sweden for years, with reports often showing the migrant unemployment rate as being several times higher than that of native Swedes.",['plagued'],yes,"High unemployment numbers among foreign-born nationals have been an issue in Sweden for years, with reports often showing the migrant unemployment rate as being several times higher than that of native Swedes."
"Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market, Obama wants to increase the amount students can borrow with interest from the government.","['mercy', 'leftist']",yes,"Rather than reducing federal subsidies to universities and placing the institutions at the mercy of the free market, Obama wants to increase the amount students can borrow with interest from the government."
Critics of the Trump administration’s immigration policies have said such policies violate migrants’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems.,"['dangerous', 'violent', 'robust', 'endanger']",yes,Critics of the Trump administration’s immigration policies have said such policies violate migrants’ rights and further risk their safety by making them wait in border towns or in countries with challenging asylum systems.
"Now, with Democrats in control of the House of Representatives after the midterm elections, and with states like New York and Virginia among others pushing boundaries on abortion to extremes, the Republicans in Congress is rolling out a long-term push to force the Democrats to hold a vote on the bill.","['pushing', 'boundaries', 'extremes']",yes,"Now, with Democrats in control of the House of Representatives after the midterm elections, and with states like New York and Virginia among others advocating for expanded abortion access, Republicans in Congress are rolling out a long-term push to force the Democrats to hold a vote on the bill."
"Semenya, a two-time Olympic champion in the 800 meters, will now be forced to medicate to suppress her testosterone levels if she wants to defend her world title in September in Doha, Qatar.",['forced'],yes,"Semenya, a two-time Olympic champion in the 800 meters, will now be required to medicate to manage her testosterone levels if she wants to defend her world title in September in Doha, Qatar."
"Despite the image portrayed of popular culture in the media, of those Millennials surveyed, only seven percent supported abortion without any exceptions and funded by taxpayer dollars — the position embraced by the Democrat Party.",['embraced'],yes,"Despite the image portrayed of popular culture in the media, of those Millennials surveyed, only seven percent supported abortion without any exceptions and funded by taxpayer dollars — the position supported by the Democrat Party."
"Biden’s five picks are typical of centrists who want to trim the edges of our bloated, draconian justice system without changing anything systemically.","['centrists', 'bloated', 'draconian', 'typical']",yes,Biden’s five picks are characteristic of those who want to make adjustments to our justice system without making systemic changes.
"Top Democrats running for president in 2020 have jumped on and endorsed Democratic Socialist Alexandria Ocasio-Cortez’s radical Green New Deal that aims, among other things, to eliminate air travel.",['radical'],yes,"Top Democrats running for president in 2020 have jumped on and endorsed Democratic Socialist Alexandria Ocasio-Cortez’s Green New Deal that aims, among other things, to eliminate air travel."
"As shown below, women are harmed by Planned Parenthood, and the vulnerable––such as sex abuse victims and the unborn––are sacrificed for profit and political advance.","['sacrificed', 'vulnerable']",yes,"As shown below, women may face negative outcomes from Planned Parenthood, and certain groups––such as sex abuse victims and the unborn––may be adversely affected for profit and political gain."
"Facebook, YouTube and Amazon all answered with policy changes, removing some fear-mongering content related to vaccines.",['fear-mongering'],yes,"Facebook, YouTube, and Amazon all responded with policy changes, removing content related to vaccines that could spread misinformation."
The cost of college tuition is increasing at the same time the federal government is originating and managing 93 percent of all student loans and has launched a liberal student loan forgiveness program – all of which means the burden of increasing amounts of student debt has been taken up by taxpayers at the same time average college students are spending less time with their studies.,"['liberal', 'burden']",yes,The cost of college tuition is increasing at the same time the federal government is originating and managing 93 percent of all student loans and has launched a student loan forgiveness program – all of which means the increasing amounts of student debt have been taken up by taxpayers while average college students are spending less time with their studies.
The New York State legislature has put in place one of the most radical abortion laws in the United States following a vote in both chambers on Tuesday. The law is meant to put forth the “fundamental right” to abortion and end protections from babies in the womb up to birth.,"['radical', 'fundamental', 'right']",yes,The New York State legislature has enacted one of the most significant abortion laws in the United States following a vote in both chambers on Tuesday. The law is designed to establish the legal right to abortion and remove restrictions on pregnancy termination up to birth.
Dem Senators Say Mismanaged Student Loan Program Screwed Thousands,['Screwed'],yes,Dem Senators Say Mismanaged Student Loan Program Harmed Thousands
"Football supports Trump in its promotion of racial division, the crushing of dissent, and the spread of misinformation, inequality, and brutality.","['racial', 'division', 'crushing', 'misinformation', 'inequality', 'brutality', 'dissent']",yes,"Football aligns with Trump in its controversial stance on social issues, including dissent and misinformation, raising concerns about inequality and fairness."
"Thus far in the 2020 presidential campaign, Biden has flippantly downplayed the threat from China, only to quickly walk back his comments when he faced backlash.","['flippantly', 'downplayed', 'walk', 'back', 'backlash']",yes,"Thus far in the 2020 presidential campaign, Biden has minimized the perceived threat from China, later clarifying his comments in response to criticism."
Even though Thunberg is capable of doing things many on the right refuse to do — such as read and understand scientific evidence — right-wingers argued that Thunberg and her fellow youth activists cannot think for themselves.,"['understand', 'right-wingers']",yes,"Even though Thunberg is recognized for engaging with scientific evidence, critics on the right have argued that Thunberg and her fellow youth activists cannot think independently."
"Threre are some concerns about whether some of the goals set by the Green New Deal are realistic, but to argue that the blueprint is genocidal is hopelessly bonkers.","['bonkers', 'hopelessly']",yes,"There are some concerns about whether some of the goals set by the Green New Deal are realistic, but to argue that the blueprint is genocidal is highly unreasonable."
"Powell and others in the George W. Bush administration lied extensively while making the case for war in Iraq in the early 2000s, fabricating “evidence” of the existence of weapons of mass destruction within the country.","['lied', 'fabricating', 'extensively']",yes,"Powell and others in the George W. Bush administration were accused of misrepresenting facts while making the case for war in Iraq in the early 2000s, presenting disputed evidence of the existence of weapons of mass destruction within the country."
"On Tuesday, President Donald Trump will give an Oval Office address on the government shutdown he created, during which he presumably will lie through his teeth to defend his highly unpopular immigration agenda.","['unpopular', 'lie', 'through', 'his', 'teeth', 'highly']",yes,"On Tuesday, President Donald Trump will give an Oval Office address on the government shutdown, during which he is expected to present arguments in favor of his immigration agenda, which has faced significant public criticism."
"Anti-vaxxers represent only about 2 percent of American families, although you’d be forgiven for thinking they’re more numerous. They certainly make a lot of noise and have some world-famous adherents. However, like malaria-carrying mosquitoes, this tiny group that punches above its weight may be on the verge of creating a public health problem for us all.","['noise', 'malaria-carrying', 'mosquitoes', 'make a lot of']",yes,"Anti-vaxxers represent only about 2 percent of American families, though they may seem more numerous due to their prominent supporters and active advocacy. Despite their small size, their influence could potentially contribute to a significant public health concern."
"Matters worsened for him when COVID-19 hit the United States and exposed him not just as a divisive buffoon, but a cynically incompetent one. The Administration delayed its response, worried that any action they took would hurt the stock market and erode Trump’s last remaining electoral strength.","['divisive', 'buffoon', 'incompetent', 'cynically']",yes,"Matters worsened for him when COVID-19 hit the United States and raised concerns about his leadership. The Administration delayed its response, reportedly worried that any action they took might affect the stock market and Trump's electoral position."
